_id,LOC
10001,19
10005,68
10007,41
10010,34
10011,48
10012,133
10013,4
10014,262
10015,34
10016,8
10017,48
10018,49
10020,24
10021,8
10022,48
10023,11
10024,8
10025,48
10026,13
10027,16
10028,48
10031,47
10032,1010
10033,14
10034,44
10035,24
10036,23
10037,41
10038,44
10039,132
10040,23
10041,35
10042,128
10043,37
10044,49
10045,44
10046,39
10047,70
10048,54
10050,35
10051,18
10052,8
10053,48
10054,67
10056,15
10057,36
10058,70
10059,8
10060,34
10062,37
10063,54
10065,44
10066,23
10067,8
10068,21
10069,213
10070,23
10071,21
10072,9
10073,57
10074,44
10075,7
10076,8
10077,23
10081,25
10082,144
10099,20
10106,103
10113,37
10126,42
10146,46
10155,399
10185,25
10198,60
10212,19
10220,13
10222,47
10225,104
10236,132
10242,104
10245,10
10246,47
10247,48
10255,32
10256,49
10263,23
10269,15
10298,31
10305,4
10314,63
10315,73
10316,53
10332,185
10333,125
10381,39
10412,110
10413,37
10432,76
10456,216
10458,71
10490,17
10505,21
10508,77
10509,92
10516,19
10523,183
10541,35
10553,31
10558,119
10564,28
10565,30
10642,9
10658,9
10661,519
10685,23
10690,218
10694,12
10700,17
10724,56
10725,18
10726,134
10731,56
10733,151
10734,125
10735,561
10737,765
10738,316
10739,524
10741,991
10742,110
10743,72
10744,17
10746,147
10747,28
10749,85
10751,157
10754,63
10757,148
10758,367
10760,52
10761,870
10764,85
10765,185
10770,131
10771,87
10773,253
10776,313
10777,264
10778,400
10779,620
10781,89
10782,86
10783,25
10784,132
10786,405
10787,55
10788,176
10789,195
10790,193
10791,113
10794,191
10795,448
10796,63
10797,65
10798,85
10799,19
10800,63
10801,63
10802,196
10804,85
10805,63
10808,93
10809,341
10811,409
10812,92
10813,86
10814,485
10816,146
10817,175
10818,485
10822,638
10823,113
10824,186
10826,39
10827,145
10828,22
10830,91
10831,485
10832,274
10833,184
10835,217
10837,162
10838,344
10840,85
10842,85
10844,155
10846,994
10847,193
10849,86
10850,402
10851,108
10852,50
10853,205
10854,76
10855,214
10856,59
10857,86
10858,87
10859,108
10860,232
10863,233
10865,87
10866,200
10867,45
10868,282
10869,60
10870,125
10871,86
10872,170
10873,684
10874,84
10876,134
10877,80
10881,33
10882,63
10884,59
10886,149
10889,225
10890,198
10891,648
10892,124
10893,60
10895,147
10896,75
10897,52
10898,321
10899,148
10903,125
10904,129
10907,63
10908,521
10909,532
10911,181
10912,191
10914,63
10915,204
10916,63
10918,63
10919,322
10922,63
10923,49
10924,76
10926,216
10927,250
10930,98
10931,71
10932,122
10933,164
10935,63
10937,180
10938,397
10939,422
10940,75
10941,123
10943,80
10944,23
10945,148
10947,82
10949,85
10950,304
10951,63
10953,147
10955,310
10956,83
10957,208
10958,131
10959,63
10960,63
10961,136
10962,182
10963,82
10964,116
10968,38
10969,63
10970,63
10971,51
10972,443
10974,96
10975,48
10976,441
10978,35
10981,117
10982,147
10983,63
10984,85
10985,386
10986,130
10988,105
10989,1
10990,63
10994,1001
10995,54
10996,63
10998,132
