C:\Users\hp\DataSet\contracts\ropsten\1b\1b6f48cc681e9a4d3a3e9db00a91e9ca9358e2be_TokenSeller.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ADDRESS_HARDCODED
patternId: adc165
severity: 1
line: 15
column: 26
content: 0x070037f3f9AA224B0311bC86C5f3Af04b0B559fe

ruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 3
column: 0
content: contractGFInterface{functioncreateContract(stringcontract_type_str)publicpayablereturns(address);}

ruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 13
column: 0
content: contractTokenSeller{addressconstantgf=0x070037f3f9AA224B0311bC86C5f3Af04b0B559fe;functioncreateErc20Token(string_name,string_symbol,uint_totalSupplyInTokens)publicpayablereturns(address){returncreateErc20Token(_name,_symbol,18,_totalSupplyInTokens);}functioncreateErc20Token(string_name,string_symbol,uint_decimals,uint_totalSupplyInTokens)publicpayablereturns(address){addresstoken=GFInterface(gf).createContract("ERC20Token");TokenInterface(token).initialize(_name,_symbol,_decimals,_totalSupplyInTokens);returntoken;}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 5
column: 28
content: stringcontract_type_str

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 10
column: 24
content: string_name

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 10
column: 38
content: string_symbol

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 17
column: 30
content: string_name

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 17
column: 44
content: string_symbol

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 22
column: 30
content: string_name

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 22
column: 44
content: string_symbol

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 15
column: 4
content: addressconstantgf=0x070037f3f9AA224B0311bC86C5f3Af04b0B559fe;

SOLIDITY_VISIBILITY :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_LOCKED_MONEY :2
SOLIDITY_ADDRESS_HARDCODED :1
SOLIDITY_UPGRADE_TO_050 :7
