C:\Users\hp\DataSet\contracts\ropsten\c4\c46899eb466d190061ec1928262ae3e9d99881e3_WeightedTokenDistributor.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ADDRESS_HARDCODED
patternId: a91b18
severity: 1
line: 90
column: 4
content: owner=address(0)

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 161
column: 12
content: for(uint256count=0;count<_stakeHolders.length&&count<_totalStakeHolders;count++){if(_stakeHolders[count]!=0x0){_setStakeHolder(_stakeHolders[count]);}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 199
column: 12
content: for(uint256count=0;count<stakeHolders.length;count++){_transfer(_token,stakeHolders[count],perStakeHolder);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 232
column: 12
content: for(uint256count=0;count<_stakeHolders.length&&count<_totalStakeHolders;count++){if(_stakeHolders[count]!=0x0){_setStakeHolder(_stakeHolders[count],_weights[count]);}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 241
column: 8
content: for(uint256count=0;count<stakeHolders.length;count++){_total=_total.add(stakeHoldersWeight[stakeHolders[count]]);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 279
column: 12
content: for(uint256count=0;count<stakeHolders.length;count++){uint256perStakeHolder=getPortion(balance,totalWeight,stakeHolders[count]);_transfer(_token,stakeHolders[count],perStakeHolder);}

ruleId: SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
patternId: 47acc2
severity: 1
line: 257
column: 4
content: functiongetPortion(uint256_total)publicviewreturns(uint256){revert("Kindly indicate stakeHolder and totalWeight");}

ruleId: SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
patternId: 47acc2
severity: 1
line: 267
column: 4
content: function_setStakeHolder(address_stakeHolder)internalonlyOwnerreturns(bool){revert("Kindly set Weights for stakeHolder");}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 199
column: 12
content: for(uint256count=0;count<stakeHolders.length;count++){_transfer(_token,stakeHolders[count],perStakeHolder);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 241
column: 8
content: for(uint256count=0;count<stakeHolders.length;count++){_total=_total.add(stakeHoldersWeight[stakeHolders[count]]);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 279
column: 12
content: for(uint256count=0;count<stakeHolders.length;count++){uint256perStakeHolder=getPortion(balance,totalWeight,stakeHolders[count]);_transfer(_token,stakeHolders[count],perStakeHolder);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 137
column: 4
content: functionsetTargetToken(address_targetToken)publiconlyOwnerreturns(bool){require(targetToken==0x0,&39<missing ')'>;Targettoken<missing ';'>alreadyset&39;);targetToken=_targetToken;returntrue;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 150
column: 4
content: usingSafeMathforuint;

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 224
column: 4
content: usingSafeMathforuint;

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 91h3sa
severity: 1
line: 218
column: 16
content: public

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 157
column: 68
content: address[]_stakeHolders

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 228
column: 68
content: address[]_stakeHolders

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 228
column: 93
content: uint256[]_weights

SOLIDITY_SAFEMATH :2
SOLIDITY_OVERPOWERED_ROLE :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN :2
SOLIDITY_EXTRA_GAS_IN_LOOPS :5
SOLIDITY_ADDRESS_HARDCODED :1
SOLIDITY_UPGRADE_TO_050 :4
SOLIDITY_GAS_LIMIT_IN_LOOPS :3
