C:\Users\hp\DataSet\Hashtag.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 49bd2a
severity: 1
line: 101
column: 3
content: throw

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 47
column: 1
content: functionsetMetadataHash(string_metadataHash)onlyOwner{metadataHash=_metadataHash;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 51
column: 1
content: functionsetCommission(uint_newCommission)onlyOwner{commission=_newCommission;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_REVERT_REQUIRE
patternId: c56b12
severity: 1
line: 100
column: 2
content: if(validFactories[msg.sender]!=true){throw;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 27
column: 1
content: functionHashtag(address_token,address_tokenfactory,string_name,uint_commission,string_metadataHash){name=_name;rep=newMiniMeToken(_tokenfactory,0,0,_name,0,'SWR',false);token=MiniMeToken(_token);metadataHash=_metadataHash;commission=_commission;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 47
column: 1
content: functionsetMetadataHash(string_metadataHash)onlyOwner{metadataHash=_metadataHash;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 51
column: 1
content: functionsetCommission(uint_newCommission)onlyOwner{commission=_newCommission;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 55
column: 1
content: functionaddFactory(address_factoryAddress)onlyOwner{validFactories[_factoryAddress]=true;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 59
column: 1
content: functionremoveFactory(address_factoryAddress)onlyOwner{validFactories[_factoryAddress]=false;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 67
column: 1
content: functiongetRepTokenAddress()returns(address){returnaddress(rep);}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 72
column: 1
content: functiongetTokenAddress()returns(address){returnaddress(token);}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 76
column: 1
content: functiongetConflictResolver()returns(address){returnowner;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 97
column: 1
content: functionmintRep(address_receiver,uint_amount){if(validFactories[msg.sender]!=true){throw;}rep.generateTokens(_receiver,_amount);RepAdded(_receiver,_amount);}

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 11
column: 1
content: mapping(address=>address)dealOwners;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 15
column: 1
content: MiniMeTokentoken;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 18
column: 1
content: MiniMeTokenrep;

SOLIDITY_VISIBILITY :12
SOLIDITY_OVERPOWERED_ROLE :2
SOLIDITY_DEPRECATED_CONSTRUCTIONS :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_REVERT_REQUIRE :1
