C:\Users\hp\DataSet\contracts\ropsten\c8\c8d248c43b9041fefaa6a9c140c0913fbc11b4d4_EvolGame.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 142
column: 8
content: for(uinti=0;i<items.length;i++){if(items[i]==rnd){_loot[_userAddress]=rnd;_playerInventory[_userAddress]._inventary.push(_loot[_userAddress]);}}

ruleId: SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
patternId: 58bdd3
severity: 1
line: 158
column: 4
content: functionsignatureSplit(bytessignature)internalpurereturns(bytes32r,bytes32s,uint8v){assembly{r:=mload(add(signature,32))s:=mload(add(signature,64))v:=and(mload(add(signature,65)),0xff)}require(v==27||v==28);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 142
column: 8
content: for(uinti=0;i<items.length;i++){if(items[i]==rnd){_loot[_userAddress]=rnd;_playerInventory[_userAddress]._inventary.push(_loot[_userAddress]);}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 74
column: 4
content: usingSafeMathforuint;

ruleId: SOLIDITY_SHOULD_NOT_BE_PURE
patternId: 11314f
severity: 1
line: 158
column: 4
content: functionsignatureSplit(bytessignature)internalpurereturns(bytes32r,bytes32s,uint8v){assembly{r:=mload(add(signature,32))s:=mload(add(signature,64))v:=and(mload(add(signature,65)),0xff)}require(v==27||v==28);}

ruleId: SOLIDITY_SHOULD_RETURN_STRUCT
patternId: 7d54ca
severity: 1
line: 158
column: 66
content: (bytes32r,bytes32s,uint8v)

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 80
column: 68
content: uint[]

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 84
column: 64
content: uint[]

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 88
column: 49
content: bytes_seed

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 98
column: 25
content: bytes_sigseed

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 107
column: 8
content: bytes_sessionId

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 110
column: 8
content: uint[]_genoms

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 111
column: 8
content: bytes_sign

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 123
column: 8
content: bytes_sessionId

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 126
column: 8
content: uint[]_genoms

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 127
column: 8
content: bytes_seed

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 128
column: 8
content: bytes_sign

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 150
column: 42
content: bytessignature

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 158
column: 28
content: bytessignature

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 441gim
severity: 1
line: 113
column: 8
content: uint[]_playerWild=_playerInventory[_userAddress]._wild

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 441gim
severity: 1
line: 114
column: 8
content: uint[]_playerInv=_playerInventory[_userAddress]._inventary

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 441gim
severity: 1
line: 130
column: 8
content: uint[]_playerWild=_playerInventory[_userAddress]._wild

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 441gim
severity: 1
line: 131
column: 8
content: uint[]_playerInv=_playerInventory[_userAddress]._inventary

ruleId: SOLIDITY_USING_INLINE_ASSEMBLY
patternId: 109cd5
severity: 1
line: 159
column: 8
