C:\Users\hp\DataSet\contracts\ropsten\c6\c6836882ba9680846577a9863c0e6257669a0238_ChickenHunt.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ARRAY_LENGTH_MANIPULATION
patternId: 872bdd
severity: 1
line: 515
column: 6
content: _house.pets.length=_id+1

ruleId: SOLIDITY_ERC20_APPROVE
patternId: af782c
severity: 2
line: 110
column: 2
content: functionapprove(address_spender,uint256_value)publicreturns(bool){allowed[msg.sender][_spender]=_value;emitApproval(msg.sender,_spender,_value);returntrue;}

ruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 317
column: 0
content: contractCHHunterisCHGameBase{eventUpgrade(addressindexed_user,string_type,uint256_to);structConfig{uint256chicken;uint256ethereum;uint256max;}ConfigpublictypeA;ConfigpublictypeB;functionupgradeStrength(uint256_to)externalpayable{Housestorage_house=_houseOf(msg.sender);uint256_from=_house.hunter.strength;require(typeA.max>=_to&&_to>_from);_payForUpgrade(_from,_to,typeA);uint256_increment=_house.hunter.dexterity.mul(2).add(8).mul(_to.square()-_from**2);_house.hunter.strength=_to;_house.huntingPower=_house.huntingPower.add(_increment);_house.offensePower=_house.offensePower.add(_increment);emitUpgrade(msg.sender,"strength",_to);}functionupgradeDexterity(uint256_to)externalpayable{Housestorage_house=_houseOf(msg.sender);uint256_from=_house.hunter.dexterity;require(typeB.max>=_to&&_to>_from);_payForUpgrade(_from,_to,typeB);uint256_increment=_house.hunter.strength.square().mul((_to-_from).mul(2));_house.hunter.dexterity=_to;_house.huntingPower=_house.huntingPower.add(_increment);_house.offensePower=_house.offensePower.add(_increment);emitUpgrade(msg.sender,"dexterity",_to);}functionupgradeStructure(uint256_to)externalpayable{Housestorage_house=_houseOf(msg.sender);uint256_from=_house.barrier.structure;require(typeA.max>=_to&&_to>_from);_payForUpgrade(_from,_to,typeA);uint256_increment=_house.barrier.material.mul(2).add(8).mul(_to.square()-_from**2);_house.barrier.structure=_to;_house.defensePower=_house.defensePower.add(_increment);emitUpgrade(msg.sender,"structure",_to);}functionupgradeMaterial(uint256_to)externalpayable{Housestorage_house=_houseOf(msg.sender);uint256_from=_house.barrier.material;require(typeB.max>=_to&&_to>_from);_payForUpgrade(_from,_to,typeB);uint256_increment=_house.barrier.structure.square().mul((_to-_from).mul(2));_house.barrier.material=_to;_house.defensePower=_house.defensePower.add(_increment);emitUpgrade(msg.sender,"material",_to);}function_payForUpgrade(uint256_from,uint256_to,Config_type)internal{uint256_chickenCost=_type.chicken.mul(_gapOfCubeSum(_from,_to));_payChicken(msg.sender,_chickenCost);uint256_ethereumCost=_type.ethereum.mul(_gapOfSquareSum(_from,_to));_payEthereumAndDistribute(_ethereumCost);}function_gapOfSquareSum(uint256_before,uint256_after)internalpurereturns(uint256){require(_after==uint256(uint32(_after)));return(_after*(_after-1)*(2*_after-1)-_before*(_before-1)*(2*_before-1))/6;}function_gapOfCubeSum(uint256_before,uint256_after)internalpurereturns(uint256){require(_after==uint256(uint32(_after)));return((_after*(_after-1))**2-(_before*(_before-1))**2)>>2;}}

ruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 435
column: 0
