C:\Users\hp\DataSet\contracts\ropsten\d7\d7dfbafd613c2565fa2efa2788025f057cab1ca6_Axioms.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ARRAY_LENGTH_MANIPULATION
patternId: 43ba1c
severity: 1
line: 52
column: 23
content: airdrops.length++

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 77
column: 8
content: for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_vals[i]);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 98
column: 10
content: for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_amoutToEach);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 77
column: 8
content: for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_vals[i]);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 98
column: 10
content: for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_amoutToEach);}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_REVERT_REQUIRE
patternId: c56b12
severity: 1
line: 75
column: 6
content: if(timeGone(index)==true&&getTokensBalance(index)>=airdrop.tokenAmount){Airdropmemoryairdrop=airdrops[index];for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_vals[i]);}}elserevert("Airdrop was NOT distributed");

ruleId: SOLIDITY_REVERT_REQUIRE
patternId: c56b12
severity: 1
line: 96
column: 8
content: if(timeGone(index)==true&&getTokensBalance(index)>=airdrop.tokenAmount){Airdropmemoryairdrop=airdrops[index];for(uinti=0;i<_addrs.length;++i){airdrop.tokenSC.transfer(_addrs[i],_amoutToEach);}}elserevert("AirDrop was NOT added");

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 45
column: 6
content: string_name

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 69
column: 8
content: address[]_addrs

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 70
column: 8
content: uint[]_vals

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 90
column: 8
content: address[]_addrs

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 12
column: 4
content: addressowner;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 13
column: 4
content: uintidCounter;

SOLIDITY_VISIBILITY :2
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_ARRAY_LENGTH_MANIPULATION :1
SOLIDITY_REVERT_REQUIRE :2
SOLIDITY_EXTRA_GAS_IN_LOOPS :2
SOLIDITY_UPGRADE_TO_050 :4
SOLIDITY_GAS_LIMIT_IN_LOOPS :2
