C:\Users\hp\DataSet\contracts\ropsten\b6\b677d696873b50491a1e4e23eccce81a10958852_Investment.sol
jar:file:/C:/Users/hp/AppData/Roaming/npm/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 58
column: 4
content: functiongetInvestor()publicconstantonlyInvestorreturns(address){returninvestor;}

ruleId: SOLIDITY_DIV_MUL
patternId: 09hhh1
severity: 2
line: 41
column: 29
content: invested[msg.sender]*6/100*(block.number-atBlock[msg.sender])

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 28
column: 4
content: addressinvestor;

SOLIDITY_VISIBILITY :1
SOLIDITY_DEPRECATED_CONSTRUCTIONS :1
SOLIDITY_DIV_MUL :1
