_id,LOC
100778,0
100832,0
100906,0
100937,0
101021,0
101047,0
101094,0
101169,0
101193,0
101281,0
101473,0
101706,0
101768,0
101839,0
102000,0
102007,0
102093,0
102168,0
102293,0
102334,0
102428,0
102600,0
102601,0
102667,0
102700,0
102749,0
102753,0
102903,0
102928,0
102938,0
103045,0
103100,0
103193,0
103197,0
103255,0
103291,0
103324,0
103355,0
103404,0
103483,0
103596,0
103624,0
103646,0
103653,0
103776,0
103865,0
103913,0
103939,0
103993,0
104003,0
104017,0
104062,0
104220,0
104239,0
104402,0
104452,0
104471,0
104476,0
104503,0
104573,0
104648,0
104783,0
104809,0
104816,0
104819,0
104870,0
104897,0
104974,0
104982,0
105065,0
105102,0
105169,0
105200,0
105227,0
105318,0
105329,0
105377,0
105437,0
105455,0
105561,0
105788,0
105820,0
105867,0
105991,0
105997,0
106093,0
106186,0
106200,0
106230,0
106283,0
106359,0
106388,0
106437,0
106450,0
106514,0
106583,0
106604,0
106609,0
106625,0
106647,0
106674,0
106683,0
106741,0
106774,0
106805,0
106815,0
106822,0
106886,0
106927,0
106948,0
106958,0
106961,0
10831,0
109189,0
11292,0
113086,0
11343,0
11356,0
113642,0
11367,0
113950,0
114147,0
11440,0
114633,0
115640,0
11592,0
116041,0
116532,0
117037,0
11776,0
117776,0
11817,0
11857,0
118775,0
11889,0
11911,0
11937,0
119905,0
120360,0
120909,0
12101,0
12109,0
12145,0
12211,0
12272,0
12434,0
12670,0
12726,0
12793,0
12832,0
12845,0
12926,0
12934,0
13074,0
13209,0
13211,0
13231,0
13267,0
13269,0
13402,0
13427,0
13464,0
13493,0
13523,0
13531,0
13616,0
13620,0
13656,0
13720,0
13731,0
13789,0
13851,0
13898,0
13915,0
13941,0
13943,0
13970,0
13984,0
14017,0
14039,0
14053,0
14072,0
14138,0
14322,0
14363,0
14424,0
14444,0
14492,0
14503,0
14525,0
14556,0
14582,0
14594,0
14636,0
14637,0
14727,0
14748,0
14790,0
14799,0
14819,0
14839,0
14929,0
14970,0
14994,0
15020,0
15103,0
15160,0
15195,0
15198,0
15232,0
15272,0
15290,0
15325,0
15331,0
15358,0
15367,0
15374,0
15472,0
15606,0
15667,0
15701,0
15709,0
15877,0
15892,0
15986,0
16000,0
16020,0
16037,0
16152,0
16188,0
16270,0
16333,0
16342,0
16420,0
16440,0
16471,0
16480,0
16496,0
16528,0
16571,0
16594,0
16642,0
16663,0
16740,0
16746,0
16799,0
16824,0
16825,0
16861,0
16959,0
17107,0
17116,0
17140,0
17142,0
17160,0
17228,0
17264,0
17270,0
17278,0
17371,0
17376,0
17428,0
17512,0
17518,0
17540,0
17562,0
17567,0
17628,0
17632,0
17655,0
17699,0
17781,0
17784,0
17905,0
17945,0
18028,0
18048,0
18062,0
18090,0
18137,0
18189,0
18257,0
18385,0
18420,0
18476,0
18498,0
18545,0
18551,0
18568,0
18589,0
18590,0
18598,0
18655,0
18680,0
18701,0
18736,0
18743,0
18799,0
18821,0
18834,0
18841,0
18971,0
19068,0
19072,0
19092,0
19095,0
19154,0
19171,0
19177,0
19197,0
19230,0
19244,0
19316,0
19360,0
19427,0
19446,0
19486,0
19497,0
19510,0
19523,0
19602,0
19704,0
19710,0
19714,0
19737,0
19774,0
19804,0
19951,0
19953,0
19975,0
20034,0
20062,0
20089,0
20091,0
20095,0
20123,0
20203,0
20279,0
20280,0
20288,0
20307,0
20369,0
20381,0
20386,0
20416,0
20493,0
20506,0
20515,0
20559,0
20619,0
20648,0
20660,0
20700,0
20715,0
20717,0
20769,0
20785,0
20787,0
20791,0
20802,0
20841,0
20897,0
20980,0
21010,0
21011,0
21016,0
