_id,LOC
101706,100
101768,100
102000,100
102093,100
102168,100
102428,100
102601,100
102700,100
102903,100
103100,100
103291,100
103355,100
103776,100
103865,100
103913,100
104003,100
104062,100
104220,100
104573,100
104648,100
104816,100
104982,100
105065,100
105102,100
105318,100
105820,100
105997,100
106093,100
106200,100
106388,100
106514,100
106583,100
106625,100
106683,100
106741,100
106774,100
106805,100
106886,100
106948,100
106961,100
11776,100
11889,100
12272,100
12670,100
12832,100
12926,100
13074,100
13209,100
13231,100
13269,100
13402,100
13427,100
13493,100
13523,100
13531,100
13616,100
13620,100
13656,100
13720,100
13731,100
13851,100
13898,100
13915,100
13943,100
13970,100
13984,100
14017,100
14053,100
14072,100
14138,100
14322,100
14363,100
14444,100
14492,100
14556,100
14582,100
14594,100
14636,100
14637,100
14748,100
14790,100
14799,100
14839,100
14929,100
14970,100
14994,100
15103,100
15195,100
15198,100
15232,100
15290,100
15331,100
15358,100
15367,100
15374,100
15606,100
15667,100
15709,100
15877,100
15892,100
15986,100
16000,100
16020,100
16037,100
16188,100
16333,100
16342,100
16480,100
16496,100
16528,100
16571,100
16594,100
16642,100
16663,100
16740,100
16746,100
16799,100
16824,100
16959,100
17107,100
17116,100
17140,100
17142,100
17160,100
17228,100
17270,100
17376,100
17540,100
17628,100
17632,100
17655,100
17699,100
17781,100
17784,100
17945,100
18028,100
18062,100
18090,100
18137,100
18257,100
18420,100
18568,100
18589,100
18590,100
18598,100
18680,100
18701,100
18799,100
18821,100
18834,100
18841,100
18971,100
19072,100
19092,100
19095,100
19154,100
19177,100
19230,100
19316,100
19360,100
19427,100
19486,100
19510,100
19602,100
19737,100
19774,100
20089,100
20123,100
20279,100
20381,100
20386,100
20515,100
20559,100
20619,100
20787,100
20791,100
20802,100
20841,100
20980,100
21016,100
21046,100
21087,100
21123,100
21319,100
21380,100
21472,100
21550,100
21593,100
21602,100
21614,100
21704,100
21706,100
21738,100
21836,100
21875,100
21891,100
21908,100
21973,100
21978,100
22008,100
22042,100
22051,100
22091,100
22120,100
22184,100
22243,100
22246,100
22326,100
22332,100
22449,100
22633,100
22677,100
22712,100
22968,100
22985,100
23035,100
23054,100
23211,100
23322,100
23326,100
23398,100
23430,100
23459,100
23489,100
23558,100
23562,100
23564,100
23597,100
23605,100
23625,100
23746,100
23799,100
23872,100
23938,100
23960,100
24128,100
24212,100
24217,100
24243,100
24283,100
24315,100
24374,100
24378,100
24391,100
24406,100
24422,100
24432,100
24575,100
24659,100
24951,100
25069,100
25092,100
25165,100
25203,100
25236,100
25246,100
25281,100
25318,100
25373,100
25557,100
25659,100
25695,100
25715,100
25763,100
25866,100
25902,100
25909,100
25921,100
25931,100
25957,100
26040,100
26044,100
26069,100
26145,100
26204,100
26247,100
26261,100
26286,100
26348,100
26404,100
26466,100
26555,100
26557,100
26595,100
26702,100
26705,100
26831,100
26838,100
26871,100
26885,100
26905,100
26962,100
27013,100
27074,100
27167,100
27200,100
27254,100
27297,100
27331,100
27360,100
27393,100
27418,100
27445,100
27571,100
27636,100
27647,100
27676,100
27712,100
27805,100
27885,100
27962,100
27969,100
27992,100
28027,100
28048,100
28073,100
28135,100
28154,100
28211,100
28221,100
28253,100
28358,100
28374,100
28378,100
28513,100
28521,100
28621,100
28624,100
28635,100
28636,100
28662,100
28693,100
28709,100
28712,100
28818,100
28843,100
28844,100
28893,100
29033,100
29048,100
29056,100
29074,100
29106,100
29120,100
29183,100
29263,100
29281,100
29293,100
29307,100
29363,100
29416,100
29452,100
29464,100
29510,100
29513,100
29570,100
29587,100
29588,100
29630,100
29633,100
29635,100
29721,100
29729,100
29744,100
29915,100
29967,100
29977,100
29995,100
30153,100
30158,100
30159,100
30160,100
30229,100
30284,100
30287,100
30337,100
30353,100
30438,100
30448,100
30460,100
30508,100
30523,100
30606,100
30655,100
30660,100
30675,100
30788,100
30798,100
30800,100
30843,100
30898,100
30937,100
30992,100
31004,100
31061,100
31198,100
31221,100
31260,100
31263,100
31266,100
31310,100
31394,100
31411,100
31501,100
31576,100
31586,100
31597,100
31611,100
31638,100
31725,100
31728,100
31759,100
31813,100
31861,100
31992,100
31996,100
32106,100
32119,100
32157,100
32217,100
32264,100
32280,100
32294,100
32343,100
32368,100
32372,100
32504,100
32558,100
32566,100
32611,100
32640,100
32642,100
32670,100
32715,100
32749,100
32762,100
32776,100
32794,100
32796,100
32835,100
32880,100
32899,100
32900,100
32946,100
33010,100
33121,100
33132,100
33184,100
33218,100
33222,100
33240,100
33252,100
33337,100
33380,100
33388,100
33397,100
33402,100
33430,100
33528,100
33559,100
33577,100
33766,100
33817,100
33869,100
33873,100
33886,100
33977,100
34010,100
34082,100
34119,100
34123,100
34129,100
34164,100
34175,100
34197,100
34238,100
34250,100
34294,100
34389,100
34401,100
34431,100
34450,100
34476,100
34479,100
34485,100
34597,100
34624,100
34657,100
34724,100
34755,100
34793,100
34815,100
34818,100
34882,100
34891,100
34901,100
34932,100
34941,100
34945,100
34976,100
35005,100
35029,100
35068,100
35098,100
35203,100
35241,100
35291,100
35300,100
35321,100
35357,100
35382,100
35408,100
35506,100
35608,100
35628,100
35670,100
35692,100
35744,100
35801,100
35845,100
35903,100
35915,100
35969,100
35981,100
35983,100
36060,100
36065,100
36072,100
36076,100
36151,100
36199,100
36204,100
36234,100
36241,100
36242,100
36319,100
36325,100
36386,100
36390,100
36392,100
36403,100
36412,100
36431,100
36465,100
36528,100
36537,100
36591,100
36592,100
36623,100
36648,100
36677,100
36712,100
36761,100
36838,100
36886,100
36918,100
37061,100
37065,100
37077,100
37169,100
37190,100
37193,100
37206,100
37225,100
37235,100
37339,100
37414,100
37429,100
37456,100
37487,100
37514,100
37522,100
37536,100
37554,100
37617,100
37651,100
37704,100
37732,100
37775,100
37797,100
37817,100
37839,100
37848,100
37851,100
37872,100
37924,100
37965,100
37983,100
38008,100
38010,100
38027,100
38037,100
38158,100
38168,100
38360,100
38407,100
38423,100
38452,100
38473,100
38741,100
38769,100
38792,100
38824,100
38858,100
38871,100
38941,100
38993,100
39033,100
39285,100
39289,100
39338,100
39374,100
39379,100
39411,100
39458,100
39493,100
39543,100
39588,100
39597,100
39600,100
39632,100
39646,100
39649,100
39692,100
39701,100
39702,100
39714,100
39754,100
39757,100
39862,100
39888,100
39943,100
40007,100
40008,100
40040,100
40094,100
40120,100
40169,100
40200,100
40215,100
40304,100
40325,100
40351,100
40374,100
