_id,LOC
100290,4601
100421,164
100527,1040
100609,64
100631,97
100701,602
100757,202
100778,0
100832,0
100906,0
100935,159
100937,0
101007,195
101021,0
101047,0
101057,840
101094,0
101169,0
101185,3644
101193,0
101245,86
101276,54
101281,0
101473,0
101629,1384
101646,425
101706,0
101768,0
101797,196
101806,3996
101822,79
101839,0
101905,340
101928,141
102000,0
102007,0
102089,1887
102093,0
102168,0
102169,133
102248,3896
102268,201
102293,0
102334,0
102373,3241
102394,50
102415,206
102428,0
102433,306
102439,223
102512,224
102525,3895
102565,129
102570,95
102600,0
102601,0
102636,289
102648,63
102667,0
102700,0
102710,3552
102729,368
102749,0
102753,0
102764,604
102778,287
102809,2748
102851,959
102886,606
102903,0
102928,0
102938,0
102982,490
103032,3864
103037,103
103042,3752
103045,0
103100,0
103122,161
103193,0
103197,0
103218,3939
103255,0
103270,3939
103271,4601
103277,2668
103291,0
103324,0
103355,0
103359,3752
103374,156
103404,0
103466,213
103483,0
103491,654
103547,257
103562,579
103581,801
103596,0
103624,0
103646,0
103653,0
103662,106
103711,610
103776,0
103798,294
103836,566
103862,2632
103865,0
103877,189
103913,0
103939,0
103993,0
104003,0
104005,228
104017,0
104039,600
104057,2745
104062,0
104116,65
104119,298
104220,0
104239,0
104248,64
104320,860
104327,40
104361,417
104402,0
104410,619
104452,0
104471,0
104476,0
104478,249
104503,0
104505,167
104509,200
104518,3945
104557,259
104573,0
104580,1040
104581,313
104594,156
104648,0
104670,3976
104678,2698
104719,2750
104783,0
104787,3371
104796,166
104809,0
104816,0
104819,0
104870,0
104897,0
104947,101
104974,0
104982,0
105065,0
105100,125
105102,0
105112,202
105124,174
105147,142
105169,0
105200,0
105202,179
105214,601
105227,0
105318,0
105329,0
105330,611
105332,202
105343,2750
105352,134
105377,0
105386,96
105410,3928
105420,639
105437,0
105455,0
105496,3743
105527,292
105532,381
105561,0
105627,677
105641,381
105648,228
105670,508
105682,57
105683,391
105684,344
105702,153
105769,186
105787,486
105788,0
105802,327
105804,259
105814,239
105820,0
105838,589
105867,0
105912,381
105949,623
105958,192
105991,0
105997,0
106021,3754
106069,380
106074,244
106093,0
106109,65
106142,737
106184,180
106186,0
106200,0
106230,0
106234,359
106249,25
106260,168
106283,0
106296,107
106333,525
106352,641
106359,0
106378,292
106382,3570
106388,0
106405,381
106437,0
106450,0
106474,81
106481,4601
106514,0
106538,349
106568,279
106583,0
106604,0
106609,0
106617,142
106625,0
106644,92
106647,0
106649,86
106674,0
106683,0
106701,175
106727,623
106741,0
106774,0
106805,0
106815,0
106822,0
106860,222
106876,2668
106886,0
106915,299
106927,0
106948,0
106958,0
106961,0
